Corythopis torquatus,Passeriformes,Pipromorphinae,Rhynchocyclidae,estalador-do-norte,Ringed Antpipit,,
Corythopis delalandi,Passeriformes,Pipromorphinae,Rhynchocyclidae,estalador,Southern Antpipit,,
Phylloscartes chapmani,Passeriformes,Pipromorphinae,Rhynchocyclidae,barbudinho-do-tepui,Chapman's Bristle-Tyrant,,
Phylloscartes eximius,Passeriformes,Pipromorphinae,Rhynchocyclidae,barbudinho,Southern Bristle-Tyrant,NT,
Phylloscartes ventralis,Passeriformes,Pipromorphinae,Rhynchocyclidae,borboletinha-do-mato,Mottle-cheeked Tyrannulet,,
Phylloscartes kronei,Passeriformes,Pipromorphinae,Rhynchocyclidae,maria-da-restinga,Restinga Tyrannulet,VU,
Phylloscartes beckeri,Passeriformes,Pipromorphinae,Rhynchocyclidae,borboletinha-baiana,Bahia Tyrannulet,EN,
Phylloscartes virescens,Passeriformes,Pipromorphinae,Rhynchocyclidae,borboletinha-guianense,Olive-green Tyrannulet,,
Phylloscartes nigrifrons,Passeriformes,Pipromorphinae,Rhynchocyclidae,maria-de-testa-preta,Black-fronted Tyrannulet,,
Phylloscartes ceciliae,Passeriformes,Pipromorphinae,Rhynchocyclidae,cara-pintada,Alagoas Tyrannulet,CR,
Phylloscartes roquettei,Passeriformes,Pipromorphinae,Rhynchocyclidae,cara-dourada,Minas Gerais Tyrannulet,EN,
Phylloscartes paulista,Passeriformes,Pipromorphinae,Rhynchocyclidae,não-pode-parar,Sao Paulo Tyrannulet,NT,
Phylloscartes oustaleti,Passeriformes,Pipromorphinae,Rhynchocyclidae,papa-moscas-de-olheiras,Oustalet's Tyrannulet,NT,
Phylloscartes difficilis,Passeriformes,Pipromorphinae,Rhynchocyclidae,estalinho,Serra do Mar Tyrannulet,NT,
Phylloscartes sylviolus,Passeriformes,Pipromorphinae,Rhynchocyclidae,maria-pequena,Bay-ringed Tyrannulet,NT,
Rhynchocyclus olivaceus,Passeriformes,Rhynchocyclinae,Rhynchocyclidae,bico-chato-grande,Olivaceous Flatbill,,
Tolmomyias sulphurescens,Passeriformes,Rhynchocyclinae,Rhynchocyclidae,bico-chato-de-orelha-preta,Yellow-olive Flycatcher,,
Tolmomyias assimilis,Passeriformes,Rhynchocyclinae,Rhynchocyclidae,bico-chato-da-copa,Yellow-margined Flycatcher,,
Tolmomyias sucunduri,Passeriformes,Rhynchocyclinae,Rhynchocyclidae,bico-chato-do-sucunduri,Sucunduri Flycatcher,,
Tolmomyias poliocephalus,Passeriformes,Rhynchocyclinae,Rhynchocyclidae,bico-chato-de-cabeça-cinza,Gray-crowned Flycatcher,,
Tolmomyias flaviventris,Passeriformes,Rhynchocyclinae,Rhynchocyclidae,bico-chato-amarelo,Yellow-breasted Flycatcher,,
Todirostrum maculatum,Passeriformes,Todirostrinae,Rhynchocyclidae,ferreirinho-estriado,Spotted Tody-Flycatcher,,
Todirostrum poliocephalum,Passeriformes,Todirostrinae,Rhynchocyclidae,teque-teque,Gray-headed Tody-Flycatcher,,
Todirostrum cinereum,Passeriformes,Todirostrinae,Rhynchocyclidae,ferreirinho-relógio,Common Tody-Flycatcher,,
Todirostrum pictum,Passeriformes,Todirostrinae,Rhynchocyclidae,ferreirinho-pintado,Painted Tody-Flycatcher,,
Todirostrum chrysocrotaphum,Passeriformes,Todirostrinae,Rhynchocyclidae,ferreirinho-de-sobrancelha,Yellow-browed Tody-Flycatcher,,
Poecilotriccus albifacies,Passeriformes,Todirostrinae,Rhynchocyclidae,ferreirinho-de-cara-branca,White-cheeked Tody-Flycatcher,,
Poecilotriccus capitalis,Passeriformes,Todirostrinae,Rhynchocyclidae,maria-picaça,Black-and-white Tody-Flycatcher,,
Poecilotriccus senex,Passeriformes,Todirostrinae,Rhynchocyclidae,maria-do-madeira,Buff-cheeked Tody-Flycatcher,,
Poecilotriccus russatus,Passeriformes,Todirostrinae,Rhynchocyclidae,ferreirinho-ferrugem,Ruddy Tody-Flycatcher,,
Poecilotriccus plumbeiceps,Passeriformes,Todirostrinae,Rhynchocyclidae,tororó,Ochre-faced Tody-Flycatcher,,
Poecilotriccus fumifrons,Passeriformes,Todirostrinae,Rhynchocyclidae,ferreirinho-de-testa-parda,Smoky-fronted Tody-Flycatcher,,
Poecilotriccus latirostris,Passeriformes,Todirostrinae,Rhynchocyclidae,ferreirinho-de-cara-parda,Rusty-fronted Tody-Flycatcher,,
Poecilotriccus sylvia,Passeriformes,Todirostrinae,Rhynchocyclidae,ferreirinho-da-capoeira,Slate-headed Tody-Flycatcher,,
Myiornis auricularis,Passeriformes,Todirostrinae,Rhynchocyclidae,miudinho,Eared Pygmy-Tyrant,,
Myiornis ecaudatus,Passeriformes,Todirostrinae,Rhynchocyclidae,caçula,Short-tailed Pygmy-Tyrant,,
Hemitriccus cohnhafti,Passeriformes,Todirostrinae,Rhynchocyclidae,maria-sebinha-do-acre,Acre Tody-Tyrant,NT,
Hemitriccus minor,Passeriformes,Todirostrinae,Rhynchocyclidae,maria-sebinha,Snethlage's Tody-Tyrant,,
Hemitriccus flammulatus,Passeriformes,Todirostrinae,Rhynchocyclidae,maria-de-peito-machetado,Flammulated Pygmy-Tyrant,,
Hemitriccus diops,Passeriformes,Todirostrinae,Rhynchocyclidae,olho-falso,Drab-breasted Pygmy-Tyrant,,
Hemitriccus obsoletus,Passeriformes,Todirostrinae,Rhynchocyclidae,catraca,Brown-breasted Pygmy-Tyrant,,
Hemitriccus josephinae,Passeriformes,Todirostrinae,Rhynchocyclidae,maria-bicudinha,Boat-billed Tody-Tyrant,,
Hemitriccus zosterops,Passeriformes,Todirostrinae,Rhynchocyclidae,maria-de-olho-branco,White-eyed Tody-Tyrant,,
Hemitriccus griseipectus,Passeriformes,Todirostrinae,Rhynchocyclidae,maria-de-barriga-branca,White-bellied Tody-Tyrant,,
Hemitriccus orbitatus,Passeriformes,Todirostrinae,Rhynchocyclidae,tiririzinho-do-mato,Eye-ringed Tody-Tyrant,NT,
Hemitriccus iohannis,Passeriformes,Todirostrinae,Rhynchocyclidae,maria-peruviana,Johannes's Tody-Tyrant,,
Hemitriccus striaticollis,Passeriformes,Todirostrinae,Rhynchocyclidae,sebinho-rajado-amarelo,Stripe-necked Tody-Tyrant,,
Hemitriccus nidipendulus,Passeriformes,Todirostrinae,Rhynchocyclidae,tachuri-campainha,Hangnest Tody-Tyrant,,
Hemitriccus margaritaceiventer,Passeriformes,Todirostrinae,Rhynchocyclidae,sebinho-de-olho-de-ouro,Pearly-vented Tody-tyrant,,
Hemitriccus inornatus,Passeriformes,Todirostrinae,Rhynchocyclidae,maria-da-campina,Pelzeln's Tody-Tyrant,,
Hemitriccus minimus,Passeriformes,Todirostrinae,Rhynchocyclidae,maria-mirim,Zimmer's Tody-Tyrant,,
Hemitriccus mirandae,Passeriformes,Todirostrinae,Rhynchocyclidae,maria-do-nordeste,Buff-breasted Tody-Tyrant,VU,
Hemitriccus kaempferi,Passeriformes,Todirostrinae,Rhynchocyclidae,maria-catarinense,Kaempfer's Tody-Tyrant,VU,
Hemitriccus furcatus,Passeriformes,Todirostrinae,Rhynchocyclidae,papa-moscas-estrela,Fork-tailed Pygmy-Tyrant,VU,
Atalotriccus pilaris,Passeriformes,Todirostrinae,Rhynchocyclidae,maria-de-olho-claro,Pale-eyed Pygmy-Tyrant,,
Lophotriccus vitiosus,Passeriformes,Todirostrinae,Rhynchocyclidae,maria-fiteira,Double-banded Pygmy-Tyrant,,
Lophotriccus eulophotes,Passeriformes,Todirostrinae,Rhynchocyclidae,maria-topetuda,Long-crested Pygmy-Tyrant,,
Lophotriccus galeatus,Passeriformes,Todirostrinae,Rhynchocyclidae,caga-sebinho-de-penacho,Helmeted Pygmy-Tyrant,,
Hirundinea ferruginea,Passeriformes,Hirundineinae,Tyrannidae,gibão-de-couro,Cliff Flycatcher,,
Zimmerius chicomendesi,Passeriformes,Elaeniinae,Tyrannidae,poiaeiro-de-chico-mendes,Chico's Tyrannulet,NT,
Zimmerius acer,Passeriformes,Elaeniinae,Tyrannidae,poiaeiro-da-guiana,Guianan Tyrannulet,,
Zimmerius gracilipes,Passeriformes,Elaeniinae,Tyrannidae,poiaeiro-de-pata-fina,Slender-footed Tyrannulet,,
Stigmatura napensis,Passeriformes,Elaeniinae,Tyrannidae,papa-moscas-do-sertão,Lesser Wagtail-Tyrant,,
Stigmatura budytoides,Passeriformes,Elaeniinae,Tyrannidae,alegrinho-balança-rabo,Greater Wagtail-Tyrant,,
Inezia inornata,Passeriformes,Elaeniinae,Tyrannidae,alegrinho-do-chaco,Plain Tyrannulet,,
Inezia subflava,Passeriformes,Elaeniinae,Tyrannidae,amarelinho,Amazonian Tyrannulet,,
Inezia caudata,Passeriformes,Elaeniinae,Tyrannidae,amarelinho-da-amazônia,Pale-tipped Tyrannulet,,
Euscarthmus meloryphus,Passeriformes,Elaeniinae,Tyrannidae,barulhento,Tawny-crowned Pygmy-Tyrant,,
Euscarthmus rufomarginatus,Passeriformes,Elaeniinae,Tyrannidae,maria-corruíra,Rufous-sided Pygmy-Tyrant,NT,
Tyranniscus burmeisteri,Passeriformes,Elaeniinae,Tyrannidae,piolhinho-chiador,Rough-legged Tyrannulet,,
Ornithion inerme,Passeriformes,Elaeniinae,Tyrannidae,poiaeiro-de-sobrancelha,White-lored Tyrannulet,,
Camptostoma obsoletum,Passeriformes,Elaeniinae,Tyrannidae,risadinha,Southern Beardless-Tyrannulet,,
Elaenia flavogaster,Passeriformes,Elaeniinae,Tyrannidae,guaracava-de-barriga-amarela,Yellow-bellied Elaenia,,
Elaenia spectabilis,Passeriformes,Elaeniinae,Tyrannidae,guaracava-grande,Large Elaenia,,
Elaenia ridleyana,Passeriformes,Elaeniinae,Tyrannidae,cocoruta,Noronha Elaenia,VU,
Elaenia chilensis,Passeriformes,Elaeniinae,Tyrannidae,guaracava-de-crista-branca,Chilean Elaenia,,
Elaenia parvirostris,Passeriformes,Elaeniinae,Tyrannidae,tuque-pium,Small-billed Elaenia,,
Elaenia mesoleuca,Passeriformes,Elaeniinae,Tyrannidae,tuque,Olivaceous Elaenia,,
Elaenia pelzelni,Passeriformes,Elaeniinae,Tyrannidae,guaracava-do-rio,Brownish Elaenia,,
Elaenia cristata,Passeriformes,Elaeniinae,Tyrannidae,guaracava-de-topete-uniforme,Plain-crested Elaenia,,
Elaenia chiriquensis,Passeriformes,Elaeniinae,Tyrannidae,chibum,Lesser Elaenia,,
Elaenia ruficeps,Passeriformes,Elaeniinae,Tyrannidae,guaracava-de-topete-vermelho,Rufous-crowned Elaenia,,
Elaenia obscura,Passeriformes,Elaeniinae,Tyrannidae,tucão,Highland Elaenia,,
Elaenia dayi,Passeriformes,Elaeniinae,Tyrannidae,guaracava-dos-tepuis,Great Elaenia,,
Elaenia olivina,Passeriformes,Elaeniinae,Tyrannidae,guaracava-serrana,Roraiman Elaenia,,
Suiriri suiriri,Passeriformes,Elaeniinae,Tyrannidae,suiriri-cinzento,Suiriri Flycatcher,,
Suiriri affinis,Passeriformes,Elaeniinae,Tyrannidae,suiriri-da-chapada,Chapada Flycatcher,NT,
Myiopagis gaimardii,Passeriformes,Elaeniinae,Tyrannidae,maria-pechim,Forest Elaenia,,
Myiopagis caniceps,Passeriformes,Elaeniinae,Tyrannidae,guaracava-cinzenta,Gray Elaenia,,
Myiopagis flavivertex,Passeriformes,Elaeniinae,Tyrannidae,guaracava-de-penacho-amarelo,Yellow-crowned Elaenia,,
Myiopagis viridicata,Passeriformes,Elaeniinae,Tyrannidae,guaracava-de-crista-alaranjada,Greenish Elaenia,,
Tyrannulus elatus,Passeriformes,Elaeniinae,Tyrannidae,maria-te-viu,Yellow-crowned Tyrannulet,,
Capsiempis flaveola,Passeriformes,Elaeniinae,Tyrannidae,marianinha-amarela,Yellow Tyrannulet,,
Phaeomyias murina,Passeriformes,Elaeniinae,Tyrannidae,bagageiro,Mouse-colored Tyrannulet,,
Phyllomyias virescens,Passeriformes,Elaeniinae,Tyrannidae,piolhinho-verdoso,Greenish Tyrannulet,,
Phyllomyias reiseri,Passeriformes,Elaeniinae,Tyrannidae,piolhinho-do-grotão,Reiser's Tyrannulet,,
Phyllomyias fasciatus,Passeriformes,Elaeniinae,Tyrannidae,piolhinho,Planalto Tyrannulet,,
Phyllomyias griseiceps,Passeriformes,Elaeniinae,Tyrannidae,piolhinho-de-cabeça-cinza,Sooty-headed Tyrannulet,,
Phyllomyias griseocapilla,Passeriformes,Elaeniinae,Tyrannidae,piolhinho-serrano,Gray-capped Tyrannulet,NT,
Mecocerculus leucophrys,Passeriformes,Elaeniinae,Tyrannidae,alegrinho-de-garganta-branca,White-throated Tyrannulet,,
Culicivora caudacuta,Passeriformes,Elaeniinae,Tyrannidae,papa-moscas-do-campo,Sharp-tailed Tyrant,VU,
Polystictus pectoralis,Passeriformes,Elaeniinae,Tyrannidae,papa-moscas-canela,Bearded Tachuri,NT,
Polystictus superciliaris,Passeriformes,Elaeniinae,Tyrannidae,papa-moscas-de-costas-cinzentas,Gray-backed Tachuri,,
Pseudocolopteryx sclateri,Passeriformes,Elaeniinae,Tyrannidae,tricolino,Crested Doradito,,
Pseudocolopteryx acutipennis,Passeriformes,Elaeniinae,Tyrannidae,tricolino-oliváceo,Subtropical Doradito,,
Pseudocolopteryx dinelliana,Passeriformes,Elaeniinae,Tyrannidae,tricolino-pardo,Dinelli's Doradito,NT,
Pseudocolopteryx flaviventris,Passeriformes,Elaeniinae,Tyrannidae,amarelinho-do-junco,Warbling Doradito,,
Serpophaga hypoleuca,Passeriformes,Elaeniinae,Tyrannidae,alegrinho-do-rio,River Tyrannulet,,
Serpophaga nigricans,Passeriformes,Elaeniinae,Tyrannidae,joão-pobre,Sooty Tyrannulet,,
Serpophaga subcristata,Passeriformes,Elaeniinae,Tyrannidae,alegrinho,White-crested Tyrannulet,,
Serpophaga griseicapilla,Passeriformes,Elaeniinae,Tyrannidae,alegrinho-trinador,Straneck's Tyrannulet,,
Serpophaga munda,Passeriformes,Elaeniinae,Tyrannidae,alegrinho-de-barriga-branca,White-bellied Tyrannulet,,
Attila phoenicurus,Passeriformes,Tyranninae,Tyrannidae,capitão-castanho,Rufous-tailed Attila,,
Attila cinnamomeus,Passeriformes,Tyranninae,Tyrannidae,tinguaçu-ferrugem,Cinnamon Attila,,
Attila citriniventris,Passeriformes,Tyranninae,Tyrannidae,tinguaçu-de-barriga-amarela,Citron-bellied Attila,,
Attila bolivianus,Passeriformes,Tyranninae,Tyrannidae,bate-pára,Dull-capped Attila,,
Attila rufus,Passeriformes,Tyranninae,Tyrannidae,capitão-de-saíra,Gray-hooded Attila,,
Attila spadiceus,Passeriformes,Tyranninae,Tyrannidae,capitão-de-saíra-amarelo,Bright-rumped Attila,,
Legatus leucophaius,Passeriformes,Tyranninae,Tyrannidae,bem-te-vi-pirata,Piratic Flycatcher,,
Ramphotrigon megacephalum,Passeriformes,Tyranninae,Tyrannidae,maria-cabeçuda,Large-headed Flatbill,,
Ramphotrigon ruficauda,Passeriformes,Tyranninae,Tyrannidae,bico-chato-de-rabo-vermelho,Rufous-tailed Flatbill,,
Ramphotrigon fuscicauda,Passeriformes,Tyranninae,Tyrannidae,maria-de-cauda-escura,Dusky-tailed Flatbill,,
Myiarchus tuberculifer,Passeriformes,Tyranninae,Tyrannidae,maria-cavaleira-pequena,Dusky-capped Flycatcher,,
Myiarchus swainsoni,Passeriformes,Tyranninae,Tyrannidae,irré,Swainson's Flycatcher,,
Myiarchus ferox,Passeriformes,Tyranninae,Tyrannidae,maria-cavaleira,Short-crested Flycatcher,,
Myiarchus tyrannulus,Passeriformes,Tyranninae,Tyrannidae,maria-cavaleira-de-rabo-enferrujado,Brown-crested Flycatcher,,
Sirystes albocinereus,Passeriformes,Tyranninae,Tyrannidae,gritador-de-sobre-branco,White-rumped Sirystes,,
Sirystes subcanescens,Passeriformes,Tyranninae,Tyrannidae,gritador-da-guiana,Todd's Sirystes,,
Sirystes sibilator,Passeriformes,Tyranninae,Tyrannidae,gritador,Sibilant Sirystes,,
Rhytipterna simplex,Passeriformes,Tyranninae,Tyrannidae,vissiá,Grayish Mourner,,
Rhytipterna immunda,Passeriformes,Tyranninae,Tyrannidae,vissiá-cantor,Pale-bellied Mourner,,
Casiornis rufus,Passeriformes,Tyranninae,Tyrannidae,maria-ferrugem,Rufous Casiornis,,
Casiornis fuscus,Passeriformes,Tyranninae,Tyrannidae,caneleiro-enxofre,Ash-throated Casiornis,,
Pitangus sulphuratus,Passeriformes,Tyranninae,Tyrannidae,bem-te-vi,Great Kiskadee,,
Philohydor lictor,Passeriformes,Tyranninae,Tyrannidae,bentevizinho-do-brejo,Lesser Kiskadee,,
Machetornis rixosa,Passeriformes,Tyranninae,Tyrannidae,suiriri-cavaleiro,Cattle Tyrant,,
Myiodynastes luteiventris,Passeriformes,Tyranninae,Tyrannidae,bem-te-vi-de-barriga-sulfúrea,Sulphur-bellied Flycatcher,,
Myiodynastes maculatus,Passeriformes,Tyranninae,Tyrannidae,bem-te-vi-rajado,Streaked Flycatcher,,
Tyrannopsis sulphurea,Passeriformes,Tyranninae,Tyrannidae,suiriri-de-garganta-rajada,Sulphury Flycatcher,,
Megarynchus pitangua,Passeriformes,Tyranninae,Tyrannidae,neinei,Boat-billed Flycatcher,,
Myiozetetes cayanensis,Passeriformes,Tyranninae,Tyrannidae,bentevizinho-de-asa-ferrugínea,Rusty-margined Flycatcher,,
Myiozetetes similis,Passeriformes,Tyranninae,Tyrannidae,bentevizinho-de-penacho-vermelho,Social Flycatcher,,
Myiozetetes granadensis,Passeriformes,Tyranninae,Tyrannidae,bem-te-vi-de-cabeça-cinza,Gray-capped Flycatcher,,
Myiozetetes luteiventris,Passeriformes,Tyranninae,Tyrannidae,bem-te-vi-barulhento,Dusky-chested Flycatcher,,
Tyrannus albogularis,Passeriformes,Tyranninae,Tyrannidae,suiriri-de-garganta-branca,White-throated Kingbird,,
Tyrannus melancholicus,Passeriformes,Tyranninae,Tyrannidae,suiriri,Tropical Kingbird,,
Tyrannus savana,Passeriformes,Tyranninae,Tyrannidae,tesourinha,Fork-tailed Flycatcher,,
Tyrannus tyrannus,Passeriformes,Tyranninae,Tyrannidae,suiriri-valente,Eastern Kingbird,,
Tyrannus dominicensis,Passeriformes,Tyranninae,Tyrannidae,suiriri-cinza,Gray Kingbird,,
Griseotyrannus aurantioatrocristatus,Passeriformes,Tyranninae,Tyrannidae,peitica-de-chapéu-preto,Crowned Slaty Flycatcher,,
Empidonomus varius,Passeriformes,Tyranninae,Tyrannidae,peitica,Variegated Flycatcher,,
Conopias trivirgatus,Passeriformes,Tyranninae,Tyrannidae,bem-te-vi-pequeno,Three-striped Flycatcher,,
Conopias parvus,Passeriformes,Tyranninae,Tyrannidae,bem-te-vi-da-copa,Yellow-throated Flycatcher,,
Colonia colonus,Passeriformes,Fluvicolinae,Tyrannidae,viuvinha,Long-tailed Tyrant,,
Myiophobus roraimae,Passeriformes,Fluvicolinae,Tyrannidae,felipe-do-tepui,Roraiman Flycatcher,,
Myiophobus fasciatus,Passeriformes,Fluvicolinae,Tyrannidae,filipe,Bran-colored Flycatcher,,
Sublegatus obscurior,Passeriformes,Fluvicolinae,Tyrannidae,sertanejo-escuro,Amazonian Scrub-Flycatcher,,
Sublegatus modestus,Passeriformes,Fluvicolinae,Tyrannidae,guaracava-modesta,Southern Scrub-Flycatcher,,
Pyrocephalus rubinus,Passeriformes,Fluvicolinae,Tyrannidae,príncipe,Vermilion Flycatcher,,
Fluvicola pica,Passeriformes,Fluvicolinae,Tyrannidae,lavadeira-do-norte,Pied Water-Tyrant,,
Fluvicola albiventer,Passeriformes,Fluvicolinae,Tyrannidae,lavadeira-de-cara-branca,Black-backed Water-Tyrant,,
Fluvicola nengeta,Passeriformes,Fluvicolinae,Tyrannidae,lavadeira-mascarada,Masked Water-Tyrant,,
Arundinicola leucocephala,Passeriformes,Fluvicolinae,Tyrannidae,freirinha,White-headed Marsh Tyrant,,
Gubernetes yetapa,Passeriformes,Fluvicolinae,Tyrannidae,tesoura-do-brejo,Streamer-tailed Tyrant,,
Alectrurus tricolor,Passeriformes,Fluvicolinae,Tyrannidae,galito,Cock-tailed Tyrant,VU,
Alectrurus risora,Passeriformes,Fluvicolinae,Tyrannidae,tesoura-do-campo,Strange-tailed Tyrant,VU,
Ochthornis littoralis,Passeriformes,Fluvicolinae,Tyrannidae,maria-da-praia,Drab Water Tyrant,,
Cnemotriccus fuscatus,Passeriformes,Fluvicolinae,Tyrannidae,guaracavuçu,Fuscous Flycatcher,,
Lathrotriccus euleri,Passeriformes,Fluvicolinae,Tyrannidae,enferrujado,Euler's Flycatcher,,
Empidonax alnorum,Passeriformes,Fluvicolinae,Tyrannidae,papa-moscas-de-alder,Alder Flycatcher,,
Contopus cooperi,Passeriformes,Fluvicolinae,Tyrannidae,piuí-boreal,Olive-sided Flycatcher,NT,
Contopus fumigatus,Passeriformes,Fluvicolinae,Tyrannidae,piuí-de-topete,Smoke-colored Pewee,,
Contopus virens,Passeriformes,Fluvicolinae,Tyrannidae,piuí,Eastern Wood-Pewee,,
Contopus cinereus,Passeriformes,Fluvicolinae,Tyrannidae,papa-moscas-cinzento,Tropical Pewee,,
Contopus albogularis,Passeriformes,Fluvicolinae,Tyrannidae,piui-queixado,White-throated Pewee,,
Contopus nigrescens,Passeriformes,Fluvicolinae,Tyrannidae,piui-preto,Blackish Pewee,,
Lessonia rufa,Passeriformes,Fluvicolinae,Tyrannidae,colegial,Austral Negrito,,
Knipolegus striaticeps,Passeriformes,Fluvicolinae,Tyrannidae,maria-preta-acinzentada,Cinereous Tyrant,,
Knipolegus hudsoni,Passeriformes,Fluvicolinae,Tyrannidae,maria-preta-do-sul,Hudson's Black-Tyrant,,
Knipolegus poecilocercus,Passeriformes,Fluvicolinae,Tyrannidae,pretinho-do-igapó,Amazonian Black-Tyrant,,
Knipolegus cyanirostris,Passeriformes,Fluvicolinae,Tyrannidae,maria-preta-de-bico-azulado,Blue-billed Black-Tyrant,,
Knipolegus poecilurus,Passeriformes,Fluvicolinae,Tyrannidae,maria-preta-de-cauda-ruiva,Rufous-tailed Tyrant,,
Knipolegus orenocensis,Passeriformes,Fluvicolinae,Tyrannidae,maria-preta-ribeirinha,Riverside Tyrant,,
Knipolegus aterrimus,Passeriformes,Fluvicolinae,Tyrannidae,maria-preta-bate-rabo,White-winged Black-Tyrant,,
Knipolegus franciscanus,Passeriformes,Fluvicolinae,Tyrannidae,maria-preta-do-nordeste,Caatinga Black-Tyrant,,
Knipolegus lophotes,Passeriformes,Fluvicolinae,Tyrannidae,maria-preta-de-penacho,Crested Black-Tyrant,,
Knipolegus nigerrimus,Passeriformes,Fluvicolinae,Tyrannidae,maria-preta-de-garganta-vermelha,Velvety Black-Tyrant,,
Hymenops perspicillatus,Passeriformes,Fluvicolinae,Tyrannidae,viuvinha-de-óculos,Spectacled Tyrant,,
Satrapa icterophrys,Passeriformes,Fluvicolinae,Tyrannidae,suiriri-pequeno,Yellow-browed Tyrant,,
Muscisaxicola fluviatilis,Passeriformes,Fluvicolinae,Tyrannidae,gaúcha-d'água,Little Ground-Tyrant,,
Muscisaxicola maclovianus,Passeriformes,Fluvicolinae,Tyrannidae,gaúcha-de-cara-suja,Dark-faced Ground-Tyrant,,
Xolmis cinereus,Passeriformes,Fluvicolinae,Tyrannidae,primavera,Gray Monjita,,
Xolmis coronatus,Passeriformes,Fluvicolinae,Tyrannidae,noivinha-coroada,Black-crowned Monjita,,
Xolmis velatus,Passeriformes,Fluvicolinae,Tyrannidae,noivinha-branca,White-rumped Monjita,,
Xolmis irupero,Passeriformes,Fluvicolinae,Tyrannidae,noivinha,White Monjita,,
Xolmis rubetra,Passeriformes,Fluvicolinae,Tyrannidae,noivinha-castanha,Rusty-backed Monjita,,
Xolmis dominicanus,Passeriformes,Fluvicolinae,Tyrannidae,noivinha-de-rabo-preto,Black-and-white Monjita,VU,
Agriornis micropterus,Passeriformes,Fluvicolinae,Tyrannidae,gaúcho-de-barriga-cinza,Gray-bellied Shrike-tyrant,,
Agriornis murinus,Passeriformes,Fluvicolinae,Tyrannidae,gauchinho,Lesser Shrike-tyrant,,
Neoxolmis rufiventris,Passeriformes,Fluvicolinae,Tyrannidae,gaúcho-chocolate,Chocolate-vented Tyrant,,
Muscipipra vetula,Passeriformes,Fluvicolinae,Tyrannidae,tesoura-cinzenta,Shear-tailed Gray Tyrant,,
Cyclarhis gujanensis,Passeriformes,Fluvicolinae,Vireonidae,pitiguari,Rufous-browed Peppershrike,,
Vireolanius leucotis,Passeriformes,Fluvicolinae,Vireonidae,assobiador-do-castanhal,Slaty-capped Shrike-Vireo,,
Hylophilus amaurocephalus,Passeriformes,Fluvicolinae,Vireonidae,vite-vite-de-olho-cinza,Gray-eyed Greenlet,,
Hylophilus poicilotis,Passeriformes,Fluvicolinae,Vireonidae,verdinho-coroado,Rufous-crowned Greenlet,,
Hylophilus pectoralis,Passeriformes,Fluvicolinae,Vireonidae,vite-vite-de-cabeça-cinza,Ashy-headed Greenlet,,
Hylophilus semicinereus,Passeriformes,Fluvicolinae,Vireonidae,verdinho-da-várzea,Gray-chested Greenlet,,
Hylophilus brunneiceps,Passeriformes,Fluvicolinae,Vireonidae,vite-vite-de-cabeça-marrom,Brown-headed Greenlet,,
Hylophilus thoracicus,Passeriformes,Fluvicolinae,Vireonidae,vite-vite,Lemon-chested Greenlet,,
Tunchiornis ochraceiceps,Passeriformes,Fluvicolinae,Vireonidae,vite-vite-uirapuru,Tawny-crowned Greenlet,,
Pachysylvia hypoxantha,Passeriformes,Fluvicolinae,Vireonidae,vite-vite-de-barriga-amarela,Dusky-capped Greenlet,,
Pachysylvia muscicapina,Passeriformes,Fluvicolinae,Vireonidae,vite-vite-camurça,Buff-cheeked Greenlet,,
Vireo sclateri,Passeriformes,Fluvicolinae,Vireonidae,vite-vite-do-tepui,Tepui Vireo,,
Vireo olivaceus,Passeriformes,Fluvicolinae,Vireonidae,juruviara-boreal,Red-eyed Vireo,,
Vireo chivi,Passeriformes,Fluvicolinae,Vireonidae,juruviara,Chivi Vireo,,
Vireo gracilirostris,Passeriformes,Fluvicolinae,Vireonidae,sebito,Noronha Vireo,NT,
Vireo flavoviridis,Passeriformes,Fluvicolinae,Vireonidae,juruviara-verde-amarelada,Yellow-green Vireo,,
Vireo altiloquus,Passeriformes,Fluvicolinae,Vireonidae,juruviara-barbuda,Black-whiskered Vireo,,
Cyanocorax violaceus,Passeriformes,Fluvicolinae,Corvidae,gralha-violácea,Violaceous Jay,,
Cyanocorax cyanomelas,Passeriformes,Fluvicolinae,Corvidae,gralha-do-pantanal,Purplish Jay,,
Cyanocorax caeruleus,Passeriformes,Fluvicolinae,Corvidae,gralha-azul,Azure Jay,NT,
Cyanocorax cristatellus,Passeriformes,Fluvicolinae,Corvidae,gralha-do-campo,Curl-crested Jay,,
Cyanocorax cayanus,Passeriformes,Fluvicolinae,Corvidae,gralha-da-guiana,Cayenne Jay,,
Cyanocorax heilprini,Passeriformes,Fluvicolinae,Corvidae,gralha-de-nuca-azul,Azure-naped Jay,,
Cyanocorax hafferi,Passeriformes,Fluvicolinae,Corvidae,cancão-da-campina,Campina Jay,NT,
Cyanocorax chrysops,Passeriformes,Fluvicolinae,Corvidae,gralha-picaça,Plush-crested Jay,,
Cyanocorax cyanopogon,Passeriformes,Fluvicolinae,Corvidae,gralha-cancã,White-naped Jay,,
Pygochelidon cyanoleuca,Passeriformes,Fluvicolinae,Hirundinidae,andorinha-pequena-de-casa,Blue-and-white Swallow,,
Pygochelidon melanoleuca,Passeriformes,Fluvicolinae,Hirundinidae,andorinha-de-coleira,Black-collared Swallow,,
